,url,text
0,https://www.npr.org/2022/11/12/1136205315/musk-twitter-bankruptcy-how-likely,"Elon Musk says Twitter bankruptcy is possible, but is that likely?

Enlarge this image toggle caption Jeff Chiu/AP Jeff Chiu/AP

Before Elon Musk took over Twitter, it was hardly a gangbusters business. The company is only occasionally profitable. Its userbase and advertising revenue is puny compared to social media rivals like Facebook and TikTok.

Yet the possibility of a looming Twitter bankruptcy was not a fate anyone ever seriously discussed.

Now, however, under the chaotic leadership of Musk, the mercurial billionaire has reportedly told staff that bankruptcy could be nigh if Twitter does not start making more money.

How could this be the case, and what exactly has changed?

In taking the company private in his $44 billion purchase of Twitter, Musk cashed in some of his Tesla stock and also saddled the social platform with $13 billion in debt, which is a massive obligation for a company the size of Twitter.

For context, the debt equals about seven times the company's projected earnings for 2022.

It's essentially a huge credit card, and the annual payment is $1 billion.

And that's a problem for Twitter, considering that its cash flow last year to pay for things like debt payments was just $632 million.

So where's the rest of the money going to come from?

Why bankruptcy could be in Twitter's interest

""It's hypothetically possible that he could use more of his Tesla stock to bail out Twitter, or turn to his cadre of co-investors, who would probably have no trouble finding the money,"" said Andy Wu, assistant professor at Harvard's business school who has studied the Musk takeover.

But if Musk and his backers deem that Twitter is not worth sinking more money into, the eye-popping debt payment could help make the case that bankruptcy is the best way forward for the company, Wu said.

""The saying ,'if you owe the bank $100, that's your problem, but if you owe the bank $100 million, that's the bank's problem' might apply here,"" said Wu, explaining that the investors and other lenders could take over the company if Twitter went through a bankruptcy proceeding, with Musk still serving as its chief executive. ""Bankruptcy would also allow Musk to refinance the debt, which would make the company more financially stable.""

Since Musk closed the deal to buy Twitter, financial analysts have pointed out that he vastly overpaid. Musk's attempts to wriggle out of the deal shows that he had misgivings about the $44 billion price.

Investment firm Wedbush Securities said the deal represented ""one of the most overpaid tech acquisitions in history,"" pegging Twitter's fair value at closer to $25 billion.

Knowing this, pushing Twitter into bankruptcy could at least help Musk restructure the debt in a way that is more favorable to him.

Adding even more pressure on the company is the mayhem unfolding internally, with the departure of a slew of top executives, some of whom were responsible for things like the safety of the platform and complying with federal regulations.

The personnel turmoil, plus the fact that major advertisers like General Motors, Pfizer and United Airlines have paused advertising in the midst of the chaos has heaped additional stress onto the company. This despite Musk's assurances to companies that he would not let Twitter morph into a ""free-for-all hellscape."" About 90% of Twitter's revenue comes from advertising.

However rocky Musk's ownership continues to be, Harvard's Wu is skeptical Musk and his investors are ever going to let Twitter completely fold.

Even if there is a bankruptcy, Twitter itself would likely operate pretty much as normal, he said.

""In addition to potential financial returns, my sense is that Musk and his co-investors are ideologically driven, that they're really driven by values,"" Wu said.

Musk has described himself as a ""free speech absolutist,"" and he has often been critical of speech policing on platforms like Twitter that he says limits the marketplace of ideas.

Wu said it's his sense that Musk and his backers are ""willing to lose money for the sake of that fight.""

'Eight dollars is not cost-prohibitive for scammers'

Questions about Twitter's long-term financial viability are real. Musk has previously estimated that the company is losing $3 million a day.

Musk has gone to drastic lengths to make Twitter a cheaper place to run, like laying off half of the company's staff, or about 3,700 jobs.

But that did not change what Musk sees as a core problem at the company, which is that it has just one primary way of making money: online advertising.

It is an unfortunate reality for the company right now, considering it is a miserable time to be in the online advertising business. A substantial pullback in ad spending has convulsed the tech industry. Facebook owner Meta has laid off 11,000 people. Snap let go of 20% of its staff. Other ad-reliant tech companies like Spotify and Google's YouTube are feeling the squeeze.

So Musk's solution is revamping a service called Twitter Blue by charging $8 a month for the once-coveted blue check. This way, Musk has argued, being ""verified"" on Twitter is no longer reserved for the elite and more people using the service will be authenticated.

So far, the program's launch has had the exact opposite effect. A flurry of accounts impersonating star athletes like Lebron James, former President Trump and companies including Eli Lilly and Pepsi, put a spotlight on just how quickly the blue-check-for-sale option could be used to spread deception.

In an effort to tame the proliferation of impersonators, Twitter appears to have paused Twitter Blue. The service is no longer available for purchase, and on its website, Twitter notes that ""accounts created on or after November 9, 2022 will be unable to subscribe to Twitter Blue at this time.""

Twitter, which does not appear to have any communications staff in the wake of the mass layoff, did not respond to a request for comment.

At the moment, Twitter Blue is far from the money-making initiative Musk had hoped it would be. But to Rachel Tobac, who runs Social Proof Security, a firm focused on preventing the manipulation of social media sites, if Twitter Blue is revived, the money generated from the new service is the least important thing.

""Eight dollars is not cost-prohibitive for scammers,"" she said. ""It is essential that Twitter figures out this whole official or not issue.""

Imagine, Tobac said, if an emergency service account with a blue check was opened by an impersonator and began dispending harmful advice about, say, where to seek shelter during a natural disaster.

Tobac also fears disinformation agents paying $8 to sow confusion and discord in connection with an election — something fresh on her mind, as the country awaits the final outcome of a number of key midterm election races.

""Right now, we have people making jokes, impersonating the president, impersonating Nintendo and Elon Musk is laughing at those jokes because he thinks they're funny right now,"" she said. ""What's not going to be funny is someone impersonating an election official and meddling and causing interference within the election results."""
1,https://www.vanityfair.com/news/2022/11/elon-musk-cautions-twitter-could-go-bankrupt,"Elon Musk warned that filing for bankruptcy was a distinct possibility for his newly acquired company, after he laid off half of the staff, which numbered 7,500 earlier this year, and made changes to the platform that are causing users, brands, and advertisers to fly the coop.

“Sorry that this is my first email to the whole company, but there is no way to sugarcoat the message,” Musk wrote to employees. “Without significant subscription revenue, there is a good chance Twitter will not survive the upcoming economic downturn.”

Musk sold nearly $4 billion worth of Telsa stock since reaching his deal to buy Twitter for $44 billion last month. He told Twitter employees on Thursday that he was selling his other company’s stock in order to “save Twitter.”

On top of mass layoffs and unwelcome platform changes, Musk told employees on Wednesday in an email that he is requiring them to come into the office for a minimum of 40 hours per week, ending the company’s work-from-home policy; he added that he had to personally approve any remote work requests.

Musk also said in the email, “We need roughly half of our revenue to be subscription,” alluding to the new controversial blue checkmark subscription service. The blue checkmark, which used to indicate a user’s verified identity to combat misinformation and scam accounts, now costs $8 per month and can be given to anyone who will pay. It’s unclear whether eventually users will have to show identity verification for a blue checkmark.

In the email, Musk mentioned the growing bot problem: “Over the next few days, the absolute top priority is finding and suspending any verified bots/trolls/spam.”

He echoed this on Twitter: “Going forward, accounts engaged in parody must include ‘parody’ in their name, not just in bio.”

Twitter content This content can also be viewed on the site it originates from.

Ironically, it was difficult to even find this tweet from the real Elon Musk’s Twitter account. One must sift through a sea of fake Elon Musks to find the real one, as a number of users are demonstrating the dangerousness of the new blue checkmark’s leniency, pairing his name with a paid-for checkmark.

CNN pointed out that under the new blue checkmark system, Twitter gave Jesus Christ verified status."
2,https://www.msn.com/en-us/lifestyle/family/twitter-begins-a-new-wave-of-firings-by-letting-go-of-contractors-with-no-notice-reports-say/ar-AA143uF8,"© Provided by Business Insider Elon Musk is reportedly planning to slash roughly half of Twitter's 7,500 employees this week. But the conflict between Twitter's old guard and the new owner's loyalists is just getting started. NurPhoto/Getty Images

Twitter began firing contractors on Saturday, according to reports.

Some contractors told Axios they found out after being locked out of work accounts.

Contractors also shared fears that they would not be able to receive their final paychecks.

Twitter has began to lay off its contract workforce, with some contractors finding out through a loss of access to work accounts, according to reports.

Starting on Nov. 4, Twitter — under the new ownership of Tesla CEO Elon Musk — slashed its full-time employee workforce by nearly 50%.

Now, contractors appear to be the next target, with contractors telling Axios they were locked out of work accounts on Saturday. Similarly, many of Twitter's full-time employees also found out that they were being let go when they lost access to work platforms like Slack and email.

Some of these contractors work in content moderation, which had already been hit with layoffs, sources told Axios.

According to journalist Casey Newton, other departments, such as real estate and marketing, were also affected by contractor layoffs.

Some contractors told Axios they were worried about whether or not they would be able to receive their final paycheck, as many ended up on teams with no full-time employees following the layoffs.

Melissa Ingle, a content moderation contractor, told Axios that she was worried about how the layoffs would affect her and her family financially.

""This is no way to treat people,"" Ingle told Axios.

Following Musk's acquisition of Twitter, the company staff has been thrown into weeks of chaos.

Some laid-off Twitter staff were asked to come back after the company realized that they were essential to operations. Other Twitter staff filed a lawsuit, saying they were not given enough advance notice before their firings.

Now, employees are being asked by Musk to return to the office 40 hours a week or resign.

One current Twitter employee described the current environment as ""ruthless"" in an as-told-to essay by Insider's Jyoti Mann.

Twitter and representatives for Musk did not immediately respond to Insider's request for comment."
3,https://www.politico.com/news/2022/11/12/dems-answers-musks-twitter-00066614,"Noting that the company is already under a 2011 consent decree with the Federal Trade Commission for previous security and privacy violations, Schakowksky said that “Musk should be held personally liable because he purchased Twitter, took it private, and made the conscious decision to violate the 2011 consent decree in which Twitter pledged, unequivocally, to protect consumer data.”

Earlier this week, a Twitter attorney said that Musk’s breakneck pace for setting up new systems, including the new subscription service, would lead to “major incidents.” The FTC responded with a highly unusual warning that they are watching the company with “deep concern.”

Musk’s lawyer reportedly tried to quell concerns from Twitter employees after the FTC’s warning.

“Twitter is already on privacy probation,” said Sen. Ed Markey (D-Mass.), who’s demanding answers from Musk about the wave of fake “verified” accounts — including one impersonating Markey himself.

“Every day at that company brings increasing chaos that threatens users’ wellbeing,” Markey added. “The FTC has an obligation to make sure Twitter and its leadership are abiding by their responsibilities under the law and agreements with regulators.”

Twitter did not respond to a request for comment. The vast majority of the company’s communications staff were laid off just over a week ago.

It’s not just data privacy that’s drawing Democratic scrutiny. Sen. Chris Murphy (D-Conn.) wants a powerful government council to investigate Saudi Arabia’s involvement in the Twitter deal. And President Joe Biden said the platform “spews lies,” adding a few days later that he too would like to see Musk’s foreign ties investigated.

Musk likely did himself no favors on the left when he endorsed Republicans the day before the midterm elections, arguing that a divided government is what’s best for the country. It was an unusual move for a tech mogul, given that his fellow billionaires tend to avoid stepping so directly into partisan politics.

And Musk tweeted out a false story about House Speaker Nancy Pelosi’s husband just days after he took over the platform, stoking fears among advertisers and users that his promise of a more free and open dialogue on the platform would instead usher in a new era of misinformation and malicious content.

Musk also said recently that “it’s true that I’ve been under unfair & misleading attack for some time by leading Democrats,” and he’s exchanged Twitter barbs with leading Democrats like Rep. Alexandria Ocasio-Cortez (D-N.Y.), who has over 13 million followers on the platform. Musk himself has over 110 million followers.

It’s the kind of behavior that will likely only increase friction with Democrats in the coming months."
4,https://www.vox.com/recode/2022/11/12/23452396/elon-musk-twitter-jason-calacanis-david-sacks-alex-spiro-jared-birchall-inner-circle-war-room,"What you need to know about Elon’s inner circle at Twitter

Share All sharing options for: What you need to know about Elon’s inner circle at Twitter

Uncovering and explaining how our digital world is changing — and changing us.

As Elon Musk carries out his chaotic early days as Twitter’s new CEO — slashing staff, trolling employees and users alike, and freaking out advertisers — you might wonder, who is this guy getting his advice from?

In his first two weeks running Twitter, Musk has assembled a tight-knit group of his “war-room” advisers. Many members of the group are longtime confidants of Musk, and some of them have very little background in social media. Since Musk is the ultimate decision-maker, it’s unclear exactly how much power they hold at Twitter, but these figures have gained overnight influence over one of the world’s most powerful platforms for online communication.

To better understand how Musk plans on changing Twitter, it’s worth learning more about the backgrounds, relationships, and beliefs of the key men (none of Musk’s key advisers are women) who have Musk’s ear. None of Musk’s advisers responded to Recode’s request for comment.

Jason Calacanis

What he’s known for

Calacanis is an early-stage tech investor who has invested in Uber and Robinhood. He’s a popular media figure in tech who co-hosts two podcasts, This Week in Startups and All-In. He’s also a prolific tweeter and known for being a self-made master networker since his time as an early tech reporter in New York during the dot-com boom.

How he knows Musk

Musk and Calacanis have a friendship going back to Calacanis’s days starting the tech trade rag, Silicon Alley Reporter. Musk later invested in Calacanis’s now-defunct Google search competitor, Mahalo. And Calacanis was reportedly the first owner of Tesla’s Model S car.

We know that Calacanis has professed his loyalty to Musk as a friend from private texts released in court documents from the Twitter v. Elon Musk case.

In April, when Musk asked if Calacanis wanted to be an adviser for Twitter after the deal was done, he replied:

“Board member, advisor, whatever... you have my sword.”

What we know about his ideas for Twitter

Calacanis pitched Musk on charging users for verification check marks several months ago, a controversial idea that Musk has now put in place. “[W]hy should blue check marks be limited to the elite, press and celebrities? How is that democratic?” Calacanis wrote in a text to Musk in April.

Other ideas Calacanis pitched in texts to Musk include charging users for messaging a large group of users at one time, moving Twitter’s headquarters from San Francisco to Tesla’s extra factory space in Austin, splitting revenue with popular creators to post content on Twitter, and requiring employees to come to the office two times a week.

On the topic of content moderation, Calacanis has said in court-revealed texts to Musk that he wants to make Twitter’s algorithm and moderation more “understandable and fair.”

Political affiliation

Calacanis has been supportive of some Democratic party leaders such as Hillary Clinton in the past. He also fundraised money for a journalist to investigate progressive San Francisco District Attorney Chesa Boudin — whose opponents said he was too lax on crime — ahead of his June 2022 recall.

Relevant experience

Calacanis has a long history in media as an entrepreneur and journalist. After Silicon Alley Reporter, Calacanis started an early blogging company called Weblogs that sold to AOL for $25 million in 2005.

David Sacks

What he’s known for

Sacks is a tech investor and entrepreneur. He was the founding chief operating officer of PayPal, the founder and CEO of Yammer (a work messaging and social media app that sold to Microsoft in 2012 for $1.2 billion), and the interim CEO of Zenefits in 2016.

Sacks, like Calacanis, co-hosts the popular All-In podcast and is a well-known figure in the tech industry.

How he knows Musk

Sacks and Musk go way back to their days as members of what’s been dubbed the “PayPal Mafia” — a group of early PayPal executives and employees, including billionaire tech entrepreneur and major Republican party donor Peter Thiel, who went on to found or invest in other successful tech companies.

What we know about his ideas for Twitter

Sacks has tweeted that contrary to media reports, he has no formal role at Twitter and is simply helping out as needed. Sacks has been weighing in on important decisions, though, as he reportedly was discussing making Twitter users pay a monthly fee to use the service after a period of time, according to Platformer.

The tech investor has also vocally defended Musk’s elimination of free blue check mark verification for public figures, and he has criticized “the entitled elite” for complaining about the matter.

Political affiliation

Sacks, who has donated to Democratic and Republican campaigns in the past, is increasingly becoming a popular figure in conservative media Twitter circles. A recent article in the New Republic profiling Sacks called him “the leading practitioner of a new right-wing sensibility that has emerged in the political realignments provoked by Trumpism and the pandemic.” Like Calacanis, Sacks was a leading supporter of the recall Boudin campaign.

Sacks is aligned with Musk in supporting negotiations with Russia to end the war in Ukraine, and has also criticized social media platforms for putting permanent bans on politicians.

Experience in social media management

Sacks co-founded a social podcasting platform called Callin — similar to Clubhouse, but one that lets you keep and edit your recordings — that launched last September. He also co-founded Yammer, an enterprise social media app, in 2008.

Sriram Krishnan

What he’s known for

Krishnan is an investor at top tech venture capitalist firm Andreessen Horowitz and previously held leadership positions at major social media companies like Facebook, Snap, and Twitter.

He’s also known for hosting the popular tech interview program, the Good Time Show, that he hosts with his wife Aarthi Ramamurthy.

How he knows Musk

Krishnan and Musk reportedly intersected in Silicon Valley circles a few years back, but their most notable collaboration was last year when Musk made an impromptu live appearance on Krishnan’s interview show on Clubhouse.

What we know about his ideas for Twitter

Krishnan declined to comment to the BBC about “anything Twitter related” earlier this month.

Political affiliation

Unknown.

Experience in social media management

Sriram Krishnan is the only one of Elon Musk’s inner circle of Twitter advisers who has actually worked at the company and for other major social media platforms.

Krishnan built his career as a social media exec, first working at Facebook (now Meta) on mobile monetization from 2013 to 2016, and then at Snap, and later Twitter from 2017 to 2019 working on its core product, before becoming a crypto investor at Andreessen Horowitz.

Alex Spiro

What he’s known for

Spiro is a top celebrity lawyer who represents Musk. In the past, he has repped A-list clients such as Jay-Z, Chance the Rapper, and tennis champion Naomi Osaka.

How he knows Musk

Spiro isn’t just Musk’s lawyer, but one of his “closest lieutenants, confidants, and consiglieres,” according to a profile by the Washington Post. He has represented Musk on high-profile cases from a defamation lawsuit he faced in 2018 to his dispute about buying Twitter.

What we know about his ideas for Twitter

Spiro advises on legal policy at Twitter but hasn’t shared his ideas for how to change the company.

Political affiliation

Spiro keeps a private profile so we don’t know much about his politics, but the Post reported that he served as an adviser to the criminal justice reform organization the United Justice Coalition.

Experience in social media management

None.

Jared Birchall

What he’s known for

Birchall is mainly known for being Musk’s “straight-laced” family wealth manager. He is also the CEO of Neuralink, a neurotechnology company co-founded by Musk.

How he knows Musk

Like Musk’s attorney Spiro, Birchall is especially close with Musk. Bloomberg called him the billionaire’s “right-hand deputy.”

Birchall met Musk a decade ago when he was working at Morgan Stanley in Los Angeles, according to the Wall Street Journal. He reportedly impressed Musk by gathering hundreds of millions of dollars in loans at a time when Musk was “strapped for cash.”

The wealth adviser also reportedly hired an investigator to dig up dirt on the British cave diver who criticized Musk for trying to get involved in the rescue of a trapped soccer team in Thailand in 2018.

What we know about his ideas for Twitter

It’s unclear what specific ideas Birchall has for Twitter, but we do know he was critical in managing relations with bankers such as Morgan Stanley — which led financing of the Twitter deal, according to texts revealed in court documents.

Political affiliation

Unknown.

Experience in social media management

None."
5,https://news.yahoo.com/waiting-2-weeks-address-twitter-110801142.html?guccounter=1&guce_referrer=aHR0cHM6Ly9hcGkuZ2RlbHRwcm9qZWN0Lm9yZy8&guce_referrer_sig=AQAAANzLNVzWaIFvpMpBKIYllRx9I_peg90-RHcOeBg20QHqtoj1wYpiTO27C0ZajBaXrPi1CD1WoiBG_mIxn1ZqXDK2Pr0M8h8vNR3HFEM9UFhuI_gD8KWeRlS55s8U7H3PXKxBHs_RFTqVVd-B36YpPzanXhpGpqyTJPHjV5oN-QPl,"FilmMagic for HBO via Getty Images

Elon Musk told Twitter staff he's usually ""pretty responsive on email"" and replies ""within hours.""

The tech mogul waited two weeks after buying Twitter to send an all-staff email and host a company-wide Q&A.

Musk has ordered staff to return to the office or be fired, saying ""communication is much better.""

Two weeks after taking ownership of Twitter, tech mogul Elon Musk finally addressed the company's staff in a Q&A on Thursday. This came just hours after he sent his first ever company-wide email to Twitter workers, telling them to come back to the office for at least 40 hours a week.

During the Q&A, a transcript of which was published by The Verge, Musk told staff that he's actually usually ""pretty responsive on email."" This is despite Twitter workers complaining about his lack of communication in the 14 days since his takeover.

""I'm pretty responsive on email,"" Musk said, per The Verge. ""Every now and again, it's a crisis, and if I didn't respond within 24 hours, email me again. It rarely takes me longer than 24 hours to respond. Usually it's within hours.""

Before the email, sent in the early hours of Thursday morning, Twitter staff had only received generic emails sent by the company without Musk's name attached. Some workers spoke to WIRED earlier this week about the ""radio silence"" they had received from Musk and his advisors.

Yet Musk emphasized the importance of communication at Thursday's Q&A, telling staff that that was the reason why they could lose their job if they refused to return to the office without a valid exemption. ""It's just my philosophy that people are way more productive when they're in person because the communication is much better.""

Despite not communicating directly with most staff other than senior employees, Musk has posted dozens of tweets since taking ownership of the platform, with many announcements about planned changes. He tweeted on Wednesday that Twitter would ""do lots of dumb things in coming months.""

Story continues

Twitter has been pushing workers to rapidly develop some new features requested by Musk, such as changes to Twitter Blue. In the space of just two weeks, Musk has told engineers to get to work on a Vine reboot, announced a $7.99 monthly fee for users who want blue check marks after their names, and suspended some accounts after they impersonated him as a joke. He's also fired some of the company's top execs and laid off large numbers of staff as part of a plan to roughly halve Twitter's headcount.

""I'm a big believer in having just a maniacal sense of urgency,"" Musk said at the Twitter Q&A on Thursday after asking staff to try coax YouTubers onto Twitter. ""Just go 'aahh.' Hardcore.""

Musk also spoke about the company's high attrition rate and told staff that ""bankruptcy isn't out of the question.""

Read the original article on Business Insider"
6,https://www.newsweek.com/tesla-twitter-impersonator-shares-aim-spoof-amid-blue-tick-horror-show-1759147,FAILED
7,https://redstate.com/jeffc/2022/11/12/leftists-are-trying-to-get-people-to-leave-twitter-its-not-going-to-work-n658116,"Folks on the left are still freaking out about Elon Musk buying Twitter. Ever since he bought the social media company, they have been screaming like drunken banshees about the prospect of people they don’t like being on equal footing when it comes to disseminating ideas and opinions.

It did not take them long after Musk took over to start brainstorming ways to ensure progressive supremacy over the platform. Indeed, these people are truly desperate.

The Washington Post tried to attack the company’s advertising revenue stream. Others have used the typical race-baiting strategy to persuade users that white nationalists were going to dominate the site.

None of these tactics have worked so far. But that doesn’t mean they aren’t still trying. Now, they are trying to convince people to abandon the platform and look for other social media sites to populate.

NBC News is keeping a running tally of celebrities who have vowed to leave the platform. These include television mogul Shonda Rhimes, singer/songwriter Toni Braxton, former WWE wrestler Mick Foley, The View’s Whoopi Goldberg, model Gigi Hadid, and a slew of other elites whose opinions are utterly meaningless. Perhaps the activist media outlet thinks that these high-profile individuals leaving the platform might inspire others to do the same.

The Los Angeles Times published a piece on Friday titled “Thinking of quitting Twitter? Here’s everything you should know,” in which it attempted to explain why folks should seek greener digital pastures.

Ethan Zuckerman, an associate professor at the University of Massachusetts at Amherst’s school of information and computer sciences and director of the Initiative for Digital Public Infrastructure, told the outlet that Musk’s takeover could “mean more abusive content is likely to get through.”

“People have every reason to be worried about the future of Twitter,” Zuckerman fearmongered. ”It’s probably going to be a much less usable network and potentially a much unhealthier network for people who are vulnerable and at risk.”

However, the author of the article admits that “Twitter has no perfect substitute,” and that “it may not make sense for you to jump ship if you’ve built a valuable community on the platform.”

And to what platform are these disgruntled leftists going to flee? So far, it looks like it’s Mastodon, another microblogging platform. However, there appear to be some issues with the site that might make it difficult for progressive Twitter refugees.

The platform, whose founder claims it has over 1 million active users, is plagued with problems making it difficult for people to build a presence.

“For starters, some said they’ve struggled to create an account. The confusion about how to get on the platform has even inspired some to post memes to Twitter,” according to NBC News.

Rob Schäfer, a military historian, told the outlet he threw up his hands and gave up on the site after only 15 minutes of trying to figure it out.

“I write all day, I do a large amount of research and so on; I can’t spend hours learning to handle a simple social media app,” he said Schäfer, who found it to be “clunky” and “unusable.”

German Palestinian filmmaker and activist Lexi Alexander described the platform as “far more complicated to use than Twitter.”

“I think there is a way to have your posts be seen by everybody, as well as see all the posts from everybody on Mastodon,” she said. “But if nobody understands how to do that … it doesn’t really matter.”

“For all activists, it’s the exposure that matters,” the activist continued. “We are trying to make people aware of urgent issues, so a restrictive, hard-to-use platform that separates different groups for different interests will never be an optimal platform for activism.”

logging onto Mastodon pic.twitter.com/YemTzILC8l — Jon Christian (@Jon_Christian) November 9, 2022

While the prospects for another left-leaning social media platform might be slim, we can be sure they won’t stop trying.

But have any of their efforts failed to damage Twitter? According to Musk, not so much:

Twitter user numbers have increased significantly around the world since the deal was announced. And these are very early days. As Twitter becomes by far the most reliable source of truth, it will be indispensable. — Elon Musk (@elonmusk) November 7, 2022

Hit all-time high of active users today — Elon Musk (@elonmusk) November 11, 2022

So far, Twitter is sitting pretty despite the attacks coming from the left. But they are not going to stop here. In fact, as I’ve predicted before, it would not be a surprise to see them try to use the power of the government to stop Musk. Indeed, President Joe Biden already indicated that an investigation could be warranted.

Without any evidence of wrong doing, Biden says Musk is open for investigation. pic.twitter.com/fenxMuzLs0 — Robert Gouveia Esq. (@RobGouveiaEsq) November 12, 2022

The left will stop at nothing to prevent Musk from having his way with Twitter. But the question is: Can they hope to succeed?"
8,https://www.washingtonpost.com/business/elon-musks-twitter-deal-is-different-than-most-lbos-heres-how/2022/11/12/7c671b64-62b9-11ed-a131-e900e4a6336b_story.html,FAILED
9,https://www.forbes.com/sites/johnbbrandon/2022/11/12/is-social-media-finally-ready-to-evolve/?sh=c262aa6e7146,FAILED
