source_code,source_url,source_date,source_html,source_text
SCOPE_S_1,https://www.wsj.com/articles/u-s-takes-on-chinas-huawei-in-undersea-battle-over-the-global-internet-grid-11552407466,3/12/2019,,
SCOPE_S_1,https://www.wsj.com/articles/mexico-awards-wholesale-mobile-network-license-to-altan-group-1479412795,11/17/2016,,
SCOPE_S_1,http://www.jamaicaobserver.com/news/China-funding-new-multi-million-dollar-Dominica-hospital,8/9/2016,,
SCOPE_S_1,http://www.jamaicaobserver.com/news/Antigua-seeks-China-help-in-transforming-Secondary-School-to-University-College,8/26/2014,,
SCOPE_S_1,http://www.jamaicaobserver.com/latestnews/PM_breaks_ground_for_$9.5-billion_Catherine_Estates_?profile=1228,6/18/2020,,
SCOPE_S_1,http://www.jamaicaobserver.com/news/chec-mate-holness-defends-deal-with-chinese-firm-to-build-naggo-head-technology-park-morant-bay-urban-centre_163039?profile=0,4/26/2019,,
SCOPE_S_1,https://barbadostoday.bb/2019/02/19/late-2020-opening-for-sam-lords-hotel,2/19/2019,,
SCOPE_S_1,https://barbadostoday.bb/2019/02/23/barbados-china-agree-to-deepen-cooperation/,2/23/2019,,
SCOPE_S_1,https://barbadostoday.bb/2019/08/11/businesses-in-barbados-can-benefit-from-china/,8/11/2019,,
SCOPE_S_1,https://www.dominicavibes.dm/news-260029/,11/7/2019,,
SCOPE_S_1,https://www.dominicavibes.dm/education-191408/,1/20/2016,,
SCOPE_S_1,https://www.dominicavibes.dm/politics-113432/,11/18/2013,,
SCOPE_S_1,https://www.dominicavibes.dm/news-246938/,6/13/2018,,
